Object_ID,Provinsi,Tanggal,Kasus_Terkonfirmasi_Akumulatif,Penambahan_Harian_Kasus_Terkonf,Kasus_Sembuh_Akumulatif,Penambahan_Harian_Kasus_Sembuh,Kasus_Meninggal_Akumulatif,Penambahan_Harian_Kasus_Meningg,Kasus_Aktif_Akumulatif,CFR_Harian,RI_Harian,FID,ObjectId
4564,Kalimantan Tengah,2020/07/13 00:00:00+00,1222,26,544,20,70,5,608,5.72831,44.51718,4564,8594
4565,Kalimantan Selatan,2020/07/13 00:00:00+00,4218,72,1410,24,221,5,2587,5.23945,33.42817,4565,8595
4566,Kalimantan Utara,2020/07/13 00:00:00+00,215,1,188,0,2,0,25,0.93023,87.44186,4566,8596
4567,Kepulauan Riau,2020/07/13 00:00:00+00,332,0,292,0,16,0,24,4.81928,87.95181,4567,8597
4568,Nusa Tenggara Barat,2020/07/13 00:00:00+00,1573,23,987,22,81,4,505,5.14940,62.74634,4568,8598
4569,Sumatera Selatan,2020/07/13 00:00:00+00,2703,50,1307,30,125,1,1271,4.62449,48.35368,4569,8599
4570,Sumatera Barat,2020/07/13 00:00:00+00,800,0,671,0,32,0,97,4.00000,83.87500,4570,8600
4571,Sulawesi Utara,2020/07/13 00:00:00+00,1680,20,375,8,106,3,1199,6.30952,22.32143,4571,8601
4572,Sumatera Utara,2020/07/13 00:00:00+00,2367,44,578,13,125,2,1664,5.28095,24.41910,4572,8602
4573,Sulawesi Tenggara,2020/07/13 00:00:00+00,518,7,336,1,9,0,173,1.73745,64.86486,4573,8603
4574,Sulawesi Selatan,2020/07/13 00:00:00+00,7097,124,3018,259,226,3,3853,3.18444,42.52501,4574,8604
4575,Sulawesi Tengah,2020/07/13 00:00:00+00,193,0,166,0,6,0,21,3.10881,86.01036,4575,8605
4576,Lampung,2020/07/13 00:00:00+00,209,1,168,1,12,0,29,5.74163,80.38278,4576,8606
4577,Riau,2020/07/13 00:00:00+00,243,3,221,3,11,0,11,4.52675,90.94650,4577,8607
4578,Maluku Utara,2020/07/13 00:00:00+00,1143,13,137,4,39,1,967,3.41207,11.98600,4578,8608
4579,Maluku,2020/07/13 00:00:00+00,900,26,568,4,17,0,315,1.88889,63.11111,4579,8609
4580,Papua Barat,2020/07/13 00:00:00+00,286,0,196,3,4,0,86,1.39860,68.53147,4580,8610
4581,Papua,2020/07/13 00:00:00+00,2365,98,1094,9,22,0,1249,0.93023,46.25793,4581,8611
4582,Sulawesi Barat,2020/07/13 00:00:00+00,143,1,95,0,3,0,45,2.09790,66.43357,4582,8612
4583,Nusa Tenggara Timur,2020/07/13 00:00:00+00,121,0,91,0,1,0,29,0.82645,75.20661,4583,8613
4584,Gorontalo,2020/07/13 00:00:00+00,363,4,236,8,17,0,110,4.68320,65.01377,4584,8614
4585,Indonesia,2020/07/13 00:00:00+00,34,0,0,0,0,0,34,0.00000,0.00000,4585,8615
4586,Aceh,2020/07/14 00:00:00+00,110,4,64,1,5,1,41,4.54545,58.18182,4586,8616
4587,Bali,2020/07/14 00:00:00+00,2358,101,1572,64,27,0,759,1.14504,66.66667,4587,8617
4588,Banten,2020/07/14 00:00:00+00,1609,9,1107,12,81,0,421,5.03418,68.80050,4588,8618
4589,Kepulauan Bangka Belitung,2020/07/14 00:00:00+00,174,2,145,3,2,0,27,1.14943,83.33333,4589,8619
4590,Bengkulu,2020/07/14 00:00:00+00,168,5,104,1,16,0,48,9.52381,61.90476,4590,8620
4591,Daerah Istimewa Yogyakarta,2020/07/14 00:00:00+00,387,8,304,9,10,0,73,2.58398,78.55297,4591,8621
4592,DKI Jakarta,2020/07/14 00:00:00+00,15064,268,9528,120,701,4,4835,4.65348,63.25013,4592,8622
4593,Jambi,2020/07/14 00:00:00+00,124,2,93,0,2,1,29,1.61290,75.00000,4593,8623
4594,Jawa Barat,2020/07/14 00:00:00+00,5235,74,1924,28,186,0,3125,3.55301,36.75263,4594,8624
4595,Jawa Tengah,2020/07/14 00:00:00+00,5653,80,1995,30,240,0,3418,4.24553,35.29100,4595,8625
4596,Jawa Timur,2020/07/14 00:00:00+00,17230,353,6961,352,1247,21,9022,7.23738,40.40046,4596,8626
4597,Kalimantan Barat,2020/07/14 00:00:00+00,355,0,341,13,4,0,10,1.12676,96.05634,4597,8627
4598,Kalimantan Timur,2020/07/14 00:00:00+00,722,27,512,8,17,0,193,2.35457,70.91413,4598,8628
4599,Kalimantan Tengah,2020/07/14 00:00:00+00,1254,32,544,0,70,0,640,5.58214,43.38118,4599,8629
4600,Kalimantan Selatan,2020/07/14 00:00:00+00,4379,161,1464,54,224,3,2691,5.11532,33.43229,4600,8630
4601,Kalimantan Utara,2020/07/14 00:00:00+00,215,0,188,0,2,0,25,0.93023,87.44186,4601,8631
4602,Kepulauan Riau,2020/07/14 00:00:00+00,337,5,293,1,16,0,28,4.74777,86.94362,4602,8632
4603,Nusa Tenggara Barat,2020/07/14 00:00:00+00,1594,21,1011,24,82,1,501,5.14429,63.42535,4603,8633
4604,Sumatera Selatan,2020/07/14 00:00:00+00,2754,51,1326,19,129,4,1299,4.68410,48.14815,4604,8634
4605,Sumatera Barat,2020/07/14 00:00:00+00,803,3,682,11,32,0,89,3.98506,84.93151,4605,8635
4606,Sulawesi Utara,2020/07/14 00:00:00+00,1697,17,391,16,106,0,1200,6.24632,23.04066,4606,8636
4607,Sumatera Utara,2020/07/14 00:00:00+00,2497,130,598,20,130,5,1769,5.20625,23.94874,4607,8637
4608,Sulawesi Tenggara,2020/07/14 00:00:00+00,521,3,340,4,10,1,171,1.91939,65.25912,4608,8638
4609,Sulawesi Selatan,2020/07/14 00:00:00+00,7294,197,3162,144,239,13,3893,3.27667,43.35070,4609,8639
4610,Sulawesi Tengah,2020/07/14 00:00:00+00,194,1,168,2,6,0,20,3.09278,86.59794,4610,8640
4611,Lampung,2020/07/14 00:00:00+00,209,0,168,0,12,0,29,5.74163,80.38278,4611,8641
4612,Riau,2020/07/14 00:00:00+00,246,3,221,0,11,0,14,4.47154,89.83740,4612,8642
4613,Maluku Utara,2020/07/14 00:00:00+00,1145,2,141,4,39,0,965,3.40611,12.31441,4613,8643
4614,Maluku,2020/07/14 00:00:00+00,900,0,568,0,17,0,315,1.88889,63.11111,4614,8644
4615,Papua Barat,2020/07/14 00:00:00+00,292,6,198,2,4,0,90,1.36986,67.80822,4615,8645
4616,Papua,2020/07/14 00:00:00+00,2366,1,1096,2,22,0,1248,0.92984,46.32291,4616,8646
4617,Sulawesi Barat,2020/07/14 00:00:00+00,146,3,98,3,3,0,45,2.05479,67.12329,4617,8647
4618,Nusa Tenggara Timur,2020/07/14 00:00:00+00,121,0,91,0,1,0,29,0.82645,75.20661,4618,8648
4619,Gorontalo,2020/07/14 00:00:00+00,385,22,238,0,17,0,130,4.41558,61.81818,4619,8649
4620,Indonesia,2020/07/14 00:00:00+00,34,0,0,0,0,0,34,0.00000,0.00000,4620,8650
4621,Aceh,2020/07/15 00:00:00+00,137,27,64,0,7,2,66,5.10949,46.71533,4621,8651
4622,Bali,2020/07/15 00:00:00+00,2421,63,1613,41,29,2,779,1.19785,66.62536,4622,8652
4623,Banten,2020/07/15 00:00:00+00,1612,3,1140,33,81,0,391,5.02481,70.71960,4623,8653
4624,Kepulauan Bangka Belitung,2020/07/15 00:00:00+00,175,1,149,4,2,0,24,1.14286,85.14286,4624,8654
4625,Bengkulu,2020/07/15 00:00:00+00,170,2,105,1,16,0,49,9.41176,61.76471,4625,8655
4626,Daerah Istimewa Yogyakarta,2020/07/15 00:00:00+00,396,9,309,5,10,0,77,2.52525,78.03030,4626,8656
4627,DKI Jakarta,2020/07/15 00:00:00+00,15324,260,9721,193,706,5,4897,4.60715,63.43644,4627,8657
4628,Jambi,2020/07/15 00:00:00+00,125,1,95,2,2,0,28,1.60000,76.00000,4628,8658
4629,Jawa Barat,2020/07/15 00:00:00+00,5310,75,2064,140,187,1,3059,3.52166,38.87006,4629,8659
4630,Jawa Tengah,2020/07/15 00:00:00+00,5914,261,2115,120,258,18,3541,4.36253,35.76260,4630,8660
4631,Jawa Timur,2020/07/15 00:00:00+00,17395,165,7482,521,1275,28,8638,7.32969,43.01236,4631,8661
4632,Kalimantan Barat,2020/07/15 00:00:00+00,355,0,341,0,4,0,10,1.12676,96.05634,4632,8662
4633,Kalimantan Timur,2020/07/15 00:00:00+00,756,34,519,7,17,0,220,2.24868,68.65079,4633,8663
4634,Kalimantan Tengah,2020/07/15 00:00:00+00,1254,0,574,30,70,0,610,5.58214,45.77352,4634,8664
4635,Kalimantan Selatan,2020/07/15 00:00:00+00,4488,109,1505,41,229,5,2754,5.10250,33.53387,4635,8665
4636,Kalimantan Utara,2020/07/15 00:00:00+00,215,0,188,0,2,0,25,0.93023,87.44186,4636,8666
4637,Kepulauan Riau,2020/07/15 00:00:00+00,341,4,295,2,16,0,30,4.69208,86.51026,4637,8667
4638,Nusa Tenggara Barat,2020/07/15 00:00:00+00,1620,26,1025,14,85,3,510,5.24691,63.27160,4638,8668
4639,Sumatera Selatan,2020/07/15 00:00:00+00,2784,30,1340,14,133,4,1311,4.77730,48.13218,4639,8669
4640,Sumatera Barat,2020/07/15 00:00:00+00,805,2,687,5,32,0,86,3.97516,85.34161,4640,8670
4641,Sulawesi Utara,2020/07/15 00:00:00+00,1741,44,403,12,106,0,1232,6.08845,23.14762,4641,8671
4642,Sumatera Utara,2020/07/15 00:00:00+00,2596,99,606,8,130,0,1860,5.00770,23.34361,4642,8672
4643,Sulawesi Tenggara,2020/07/15 00:00:00+00,531,10,343,3,11,1,177,2.07156,64.59510,4643,8673
4644,Sulawesi Selatan,2020/07/15 00:00:00+00,7452,158,3275,113,251,12,3926,3.36822,43.94793,4644,8674
4645,Sulawesi Tengah,2020/07/15 00:00:00+00,195,1,175,7,6,0,14,3.07692,89.74359,4645,8675
4646,Lampung,2020/07/15 00:00:00+00,215,6,169,1,12,0,34,5.58140,78.60465,4646,8676
4647,Riau,2020/07/15 00:00:00+00,246,0,222,1,11,0,13,4.47154,90.24390,4647,8677
4648,Maluku Utara,2020/07/15 00:00:00+00,1184,39,144,3,39,0,1001,3.29392,12.16216,4648,8678
4649,Maluku,2020/07/15 00:00:00+00,920,20,579,11,17,0,324,1.84783,62.93478,4649,8679
4650,Papua Barat,2020/07/15 00:00:00+00,292,0,202,4,4,0,86,1.36986,69.17808,4650,8680
4651,Papua,2020/07/15 00:00:00+00,2426,60,1155,59,25,3,1246,1.03050,47.60923,4651,8681
4652,Sulawesi Barat,2020/07/15 00:00:00+00,152,6,98,0,3,0,51,1.97368,64.47368,4652,8682
4653,Nusa Tenggara Timur,2020/07/15 00:00:00+00,121,0,91,0,1,0,29,0.82645,75.20661,4653,8683
4654,Gorontalo,2020/07/15 00:00:00+00,392,7,257,19,20,3,115,5.10204,65.56122,4654,8684
4655,Indonesia,2020/07/15 00:00:00+00,34,0,0,0,0,0,34,0.00000,0.00000,4655,8685
4656,Aceh,2020/07/16 00:00:00+00,140,3,65,1,8,1,67,5.71429,46.42857,4656,8686
4657,Bali,2020/07/16 00:00:00+00,2533,112,1719,106,32,3,782,1.26332,67.86419,4657,8687
4658,Banten,2020/07/16 00:00:00+00,1629,17,1155,15,82,1,392,5.03376,70.90239,4658,8688
4659,Kepulauan Bangka Belitung,2020/07/16 00:00:00+00,175,0,166,17,2,0,7,1.14286,94.85714,4659,8689
4660,Bengkulu,2020/07/16 00:00:00+00,171,1,106,1,16,0,49,9.35673,61.98830,4660,8690
4661,Daerah Istimewa Yogyakarta,2020/07/16 00:00:00+00,404,8,313,4,11,1,80,2.72277,77.47525,4661,8691
4662,DKI Jakarta,2020/07/16 00:00:00+00,15636,312,9855,134,713,7,5068,4.55999,63.02763,4662,8692
4663,Jambi,2020/07/16 00:00:00+00,125,0,95,0,2,0,28,1.60000,76.00000,4663,8693
4664,Jawa Barat,2020/07/16 00:00:00+00,5350,40,2102,38,187,0,3061,3.49533,39.28972,4664,8694
4665,Jawa Tengah,2020/07/16 00:00:00+00,6128,214,2195,80,267,9,3666,4.35705,35.81919,4665,8695
4666,Jawa Timur,2020/07/16 00:00:00+00,17574,179,7926,444,1301,26,8347,7.40298,45.10072,4666,8696
4667,Kalimantan Barat,2020/07/16 00:00:00+00,359,4,341,0,4,0,14,1.11421,94.98607,4667,8697
4668,Kalimantan Timur,2020/07/16 00:00:00+00,780,24,534,15,17,0,229,2.17949,68.46154,4668,8698
4669,Kalimantan Tengah,2020/07/16 00:00:00+00,1266,12,574,0,70,0,622,5.52923,45.33965,4669,8699
4670,Kalimantan Selatan,2020/07/16 00:00:00+00,4621,133,1571,66,234,5,2816,5.06384,33.99697,4670,8700
4671,Kalimantan Utara,2020/07/16 00:00:00+00,215,0,189,1,2,0,24,0.93023,87.90698,4671,8701
4672,Kepulauan Riau,2020/07/16 00:00:00+00,341,0,301,6,16,0,24,4.69208,88.26979,4672,8702
4673,Nusa Tenggara Barat,2020/07/16 00:00:00+00,1650,30,1052,27,85,0,513,5.15152,63.75758,4673,8703
4674,Sumatera Selatan,2020/07/16 00:00:00+00,2832,48,1361,21,133,0,1338,4.69633,48.05791,4674,8704
4675,Sumatera Barat,2020/07/16 00:00:00+00,806,1,690,3,32,0,84,3.97022,85.60794,4675,8705
4676,Sulawesi Utara,2020/07/16 00:00:00+00,1769,28,418,15,107,1,1244,6.04862,23.62917,4676,8706
4677,Sumatera Utara,2020/07/16 00:00:00+00,2693,97,635,29,135,5,1923,5.01300,23.57965,4677,8707
4678,Sulawesi Tenggara,2020/07/16 00:00:00+00,540,9,346,3,11,0,183,2.03704,64.07407,4678,8708
4679,Sulawesi Selatan,2020/07/16 00:00:00+00,7630,178,3486,211,266,15,3878,3.48624,45.68807,4679,8709
4680,Sulawesi Tengah,2020/07/16 00:00:00+00,195,0,175,0,6,0,14,3.07692,89.74359,4680,8710
4681,Lampung,2020/07/16 00:00:00+00,219,4,169,0,12,0,38,5.47945,77.16895,4681,8711
4682,Riau,2020/07/16 00:00:00+00,251,5,224,2,11,0,16,4.38247,89.24303,4682,8712
4683,Maluku Utara,2020/07/16 00:00:00+00,1221,27,148,4,39,0,1034,3.19410,12.12121,4683,8713
4684,Maluku,2020/07/16 00:00:00+00,926,6,598,19,17,0,311,1.83585,64.57883,4684,8714
4685,Papua Barat,2020/07/16 00:00:00+00,296,4,202,0,4,0,90,1.35135,68.24324,4685,8715
4686,Papua,2020/07/16 00:00:00+00,2478,52,1164,9,26,1,1288,1.04923,46.97337,4686,8716
4687,Sulawesi Barat,2020/07/16 00:00:00+00,154,2,102,4,3,0,49,1.94805,66.23377,4687,8717
4688,Nusa Tenggara Timur,2020/07/16 00:00:00+00,121,0,91,0,1,0,29,0.82645,75.20661,4688,8718
4689,Gorontalo,2020/07/16 00:00:00+00,416,24,277,20,21,1,118,5.04808,66.58654,4689,8719
4690,Indonesia,2020/07/16 00:00:00+00,24,0,0,0,0,0,24,0.00000,0.00000,4690,8720
4691,Aceh,2020/07/17 00:00:00+00,145,5,65,0,8,0,72,5.51724,44.82759,4691,8721
4692,Bali,2020/07/17 00:00:00+00,2619,86,1807,88,35,3,777,1.33639,68.99580,4692,8722
4693,Banten,2020/07/17 00:00:00+00,1638,9,1165,10,82,0,391,5.00611,71.12332,4693,8723
4694,Kepulauan Bangka Belitung,2020/07/17 00:00:00+00,175,0,166,0,2,0,7,1.14286,94.85714,4694,8724
4695,Bengkulu,2020/07/17 00:00:00+00,173,2,107,1,16,0,50,9.24855,61.84971,4695,8725
4696,Daerah Istimewa Yogyakarta,2020/07/17 00:00:00+00,408,4,314,1,11,0,83,2.69608,76.96078,4696,8726
4697,DKI Jakarta,2020/07/17 00:00:00+00,15889,253,9994,139,719,6,5176,4.52514,62.89886,4697,8727
4698,Jambi,2020/07/17 00:00:00+00,126,1,98,3,2,0,26,1.58730,77.77778,4698,8728
4699,Jawa Barat,2020/07/17 00:00:00+00,5402,52,2143,41,188,1,3071,3.48019,39.67049,4699,8729
4700,Jawa Tengah,2020/07/17 00:00:00+00,6366,238,2535,340,285,18,3546,4.47691,39.82092,4700,8730
4701,Jawa Timur,2020/07/17 00:00:00+00,17829,255,8313,387,1338,37,8178,7.50463,46.62628,4701,8731
4702,Kalimantan Barat,2020/07/17 00:00:00+00,359,0,341,0,4,0,14,1.11421,94.98607,4702,8732
4703,Kalimantan Timur,2020/07/17 00:00:00+00,823,43,552,18,17,0,254,2.06561,67.07169,4703,8733
4704,Kalimantan Tengah,2020/07/17 00:00:00+00,1324,58,654,80,70,0,600,5.28701,49.39577,4704,8734
4705,Kalimantan Selatan,2020/07/17 00:00:00+00,4722,101,1613,42,236,2,2873,4.99788,34.15925,4705,8735
4706,Kalimantan Utara,2020/07/17 00:00:00+00,216,1,191,2,2,0,23,0.92593,88.42593,4706,8736
4707,Kepulauan Riau,2020/07/17 00:00:00+00,341,0,301,0,16,0,24,4.69208,88.26979,4707,8737
4708,Nusa Tenggara Barat,2020/07/17 00:00:00+00,1671,21,1063,11,86,1,522,5.14662,63.61460,4708,8738
4709,Sumatera Selatan,2020/07/17 00:00:00+00,2899,67,1387,26,136,3,1376,4.69127,47.84408,4709,8739
4710,Sumatera Barat,2020/07/17 00:00:00+00,813,7,692,2,32,0,89,3.93604,85.11685,4710,8740
4711,Sulawesi Utara,2020/07/17 00:00:00+00,1797,28,501,83,109,2,1187,6.06566,27.87980,4711,8741
4712,Sumatera Utara,2020/07/17 00:00:00+00,2776,83,656,21,142,7,1978,5.11527,23.63112,4712,8742
4713,Sulawesi Tenggara,2020/07/17 00:00:00+00,554,14,361,15,11,0,182,1.98556,65.16245,4713,8743
4714,Sulawesi Selatan,2020/07/17 00:00:00+00,7713,83,3598,112,268,2,3847,3.47465,46.64852,4714,8744
4715,Sulawesi Tengah,2020/07/17 00:00:00+00,195,0,175,0,6,0,14,3.07692,89.74359,4715,8745
4716,Lampung,2020/07/17 00:00:00+00,220,1,170,1,12,0,38,5.45455,77.27273,4716,8746
4717,Riau,2020/07/17 00:00:00+00,256,5,224,0,11,0,21,4.29688,87.50000,4717,8747
4718,Maluku Utara,2020/07/17 00:00:00+00,1232,11,153,5,39,0,1040,3.16558,12.41883,4718,8748
4719,Maluku,2020/07/17 00:00:00+00,928,2,599,1,17,0,312,1.83190,64.54741,4719,8749
4720,Papua Barat,2020/07/17 00:00:00+00,301,5,203,1,4,0,94,1.32890,67.44186,4720,8750
4721,Papua,2020/07/17 00:00:00+00,2496,18,1199,35,26,0,1271,1.04167,48.03686,4721,8751
4722,Sulawesi Barat,2020/07/17 00:00:00+00,154,0,102,0,3,0,49,1.94805,66.23377,4722,8752
4723,Nusa Tenggara Timur,2020/07/17 00:00:00+00,121,0,91,0,1,0,29,0.82645,75.20661,4723,8753
4724,Gorontalo,2020/07/17 00:00:00+00,425,9,301,24,23,2,101,5.41176,70.82353,4724,8754
4725,Indonesia,2020/07/17 00:00:00+00,24,0,0,0,0,0,24,0.00000,0.00000,4725,8755
,,1970/01/01 00:00:00+00,,,,,,,,,,,8756
,,1970/01/01 00:00:00+00,,,,,,,,,,,8757
,,1970/01/01 00:00:00+00,,,,,,,,,,,8758
,,1970/01/01 00:00:00+00,,,,,,,,,,,8759
,,1970/01/01 00:00:00+00,,,,,,,,,,,8760
,,1970/01/01 00:00:00+00,,,,,,,,,,,8761
,,1970/01/01 00:00:00+00,,,,,,,,,,,8762
,,1970/01/01 00:00:00+00,,,,,,,,,,,8763
,,1970/01/01 00:00:00+00,,,,,,,,,,,8764
,,1970/01/01 00:00:00+00,,,,,,,,,,,8765
,,1970/01/01 00:00:00+00,,,,,,,,,,,8766
,,1970/01/01 00:00:00+00,,,,,,,,,,,8767
,,1970/01/01 00:00:00+00,,,,,,,,,,,8768
,,1970/01/01 00:00:00+00,,,,,,,,,,,8769
,,1970/01/01 00:00:00+00,,,,,,,,,,,8770
,,1970/01/01 00:00:00+00,,,,,,,,,,,8771
,,1970/01/01 00:00:00+00,,,,,,,,,,,8772
,,1970/01/01 00:00:00+00,,,,,,,,,,,8773
,,1970/01/01 00:00:00+00,,,,,,,,,,,8774
,,1970/01/01 00:00:00+00,,,,,,,,,,,8775
,,1970/01/01 00:00:00+00,,,,,,,,,,,8776
,,1970/01/01 00:00:00+00,,,,,,,,,,,8777
,,1970/01/01 00:00:00+00,,,,,,,,,,,8778
,,1970/01/01 00:00:00+00,,,,,,,,,,,8779
,,1970/01/01 00:00:00+00,,,,,,,,,,,8780
,,1970/01/01 00:00:00+00,,,,,,,,,,,8781
,,1970/01/01 00:00:00+00,,,,,,,,,,,8782
,,1970/01/01 00:00:00+00,,,,,,,,,,,8783
,,1970/01/01 00:00:00+00,,,,,,,,,,,8784
,,1970/01/01 00:00:00+00,,,,,,,,,,,8785
,,1970/01/01 00:00:00+00,,,,,,,,,,,8786
,,1970/01/01 00:00:00+00,,,,,,,,,,,8787
,,1970/01/01 00:00:00+00,,,,,,,,,,,8788
,,1970/01/01 00:00:00+00,,,,,,,,,,,8789
,,1970/01/01 00:00:00+00,,,,,,,,,,,8790
4901,Aceh,2020/07/18 00:00:00+00,145,0,65,0,8,0,72,5.517241379310345,44.827586206896555,4901,8826
4902,Bali,2020/07/18 00:00:00+00,2690,71,1873,66,36,1,781,1.338289962825279,69.62825278810409,4902,8827
4903,Banten,2020/07/18 00:00:00+00,1646,8,1177,12,83,1,386,5.042527339003645,71.50668286755771,4903,8828
4904,Kepulauan Bangka Belitung,2020/07/18 00:00:00+00,172,0,142,0,2,0,28,1.1627906976744187,82.55813953488372,4904,8829
4905,Bengkulu,2020/07/18 00:00:00+00,179,6,107,0,16,0,56,8.938547486033519,59.77653631284916,4905,8830
4906,Daerah Istimewa Yogyakarta,2020/07/18 00:00:00+00,416,8,315,1,11,0,90,2.644230769230769,75.72115384615384,4906,8831
4907,DKI Jakarta,2020/07/18 00:00:00+00,16236,347,10118,124,727,8,5391,4.4777038679477705,62.318305001231835,4907,8832
4908,Jambi,2020/07/18 00:00:00+00,132,6,101,3,2,0,29,1.5151515151515151,76.51515151515152,4908,8833
4909,Jawa Barat,2020/07/18 00:00:00+00,5461,59,2174,31,190,2,3097,3.4792162607581028,39.80955868888482,4909,8834
4910,Jawa Tengah,2020/07/18 00:00:00+00,6632,266,2770,235,300,15,3562,4.523522316043426,41.767189384800965,4910,8835
4911,Jawa Timur,2020/07/18 00:00:00+00,18033,204,8868,555,1349,11,7816,7.480729773193589,49.17650973215771,4911,8836
4912,Kalimantan Barat,2020/07/18 00:00:00+00,359,0,347,6,4,0,8,1.1142061281337048,96.65738161559888,4912,8837
4913,Kalimantan Timur,2020/07/18 00:00:00+00,848,25,565,13,17,0,266,2.0047169811320753,66.62735849056604,4913,8838
4914,Kalimantan Tengah,2020/07/18 00:00:00+00,1324,0,684,30,70,0,570,5.287009063444108,51.66163141993958,4914,8839
4915,Kalimantan Selatan,2020/07/18 00:00:00+00,4829,107,1701,88,243,7,2885,5.032097742803893,35.224684199627255,4915,8840
4916,Kalimantan Utara,2020/07/18 00:00:00+00,216,0,192,1,2,0,22,0.9259259259259258,88.88888888888889,4916,8841
4917,Kepulauan Riau,2020/07/18 00:00:00+00,344,3,301,0,16,0,27,4.651162790697675,87.5,4917,8842
4918,Nusa Tenggara Barat,2020/07/18 00:00:00+00,1694,23,1076,13,89,3,529,5.25383707201889,63.518299881936244,4918,8843
4919,Sumatera Selatan,2020/07/18 00:00:00+00,2966,67,1391,4,138,2,1437,4.652730950775455,46.8981793661497,4919,8844
4920,Sumatera Barat,2020/07/18 00:00:00+00,817,4,696,4,32,0,89,3.9167686658506726,85.18971848225215,4920,8845
4921,Sulawesi Utara,2020/07/18 00:00:00+00,1851,54,574,73,109,0,1168,5.888708806050783,31.010264721772014,4921,8846
4922,Sumatera Utara,2020/07/18 00:00:00+00,2923,147,695,39,145,3,2083,4.960656859391037,23.776941498460484,4922,8847
4923,Sulawesi Tenggara,2020/07/18 00:00:00+00,575,21,364,3,11,0,200,1.9130434782608694,63.30434782608696,4923,8848
4924,Sulawesi Selatan,2020/07/18 00:00:00+00,7881,168,3679,81,270,2,3932,3.425961172440046,46.6818931607664,4924,8849
4925,Sulawesi Tengah,2020/07/18 00:00:00+00,195,0,175,0,6,0,14,3.076923076923077,89.74358974358975,4925,8850
4926,Lampung,2020/07/18 00:00:00+00,229,9,170,0,12,0,47,5.240174672489083,74.235807860262,4926,8851
4927,Riau,2020/07/18 00:00:00+00,261,5,224,0,11,0,26,4.21455938697318,85.82375478927203,4927,8852
4928,Maluku Utara,2020/07/18 00:00:00+00,1265,33,175,22,39,0,1051,3.08300395256917,13.83399209486166,4928,8853
4929,Maluku,2020/07/18 00:00:00+00,929,1,599,0,18,1,312,1.9375672766415502,64.47793326157158,4929,8854
4930,Papua Barat,2020/07/18 00:00:00+00,339,38,205,2,5,1,129,1.4749262536873156,60.47197640117994,4930,8855
4931,Papua,2020/07/18 00:00:00+00,2552,56,1210,11,26,0,1316,1.018808777429467,47.41379310344828,4931,8856
4932,Sulawesi Barat,2020/07/18 00:00:00+00,158,4,103,1,3,0,52,1.89873417721519,65.18987341772153,4932,8857
4933,Nusa Tenggara Timur,2020/07/18 00:00:00+00,131,10,103,12,1,0,27,0.7633587786259541,78.62595419847328,4933,8858
4934,Gorontalo,2020/07/18 00:00:00+00,426,1,304,3,25,2,97,5.868544600938967,71.36150234741784,4934,8859
4935,Indonesia,2020/07/18 00:00:00+00,24,0,0,0,0,0,24,0.0,0.0,4935,8860
4936,Aceh,2020/07/19 00:00:00+00,148,3,65,0,9,1,74,6.081081081081082,43.91891891891892,4936,8861
4937,Bali,2020/07/19 00:00:00+00,2781,91,2058,185,44,8,679,1.5821646889608056,74.00215749730313,4937,8862
4938,Banten,2020/07/19 00:00:00+00,1682,36,1199,22,84,1,399,4.9940546967895365,71.28418549346016,4938,8863
4939,Kepulauan Bangka Belitung,2020/07/19 00:00:00+00,172,0,142,0,2,0,28,1.1627906976744187,82.55813953488372,4939,8864
4940,Bengkulu,2020/07/19 00:00:00+00,181,2,110,3,16,0,55,8.83977900552486,60.773480662983424,4940,8865
4941,Daerah Istimewa Yogyakarta,2020/07/19 00:00:00+00,438,22,326,11,12,1,100,2.73972602739726,74.42922374429224,4941,8866
4942,DKI Jakarta,2020/07/19 00:00:00+00,16899,663,10598,480,745,18,5556,4.408544884312681,62.71377004556483,4942,8867
4943,Jambi,2020/07/19 00:00:00+00,132,0,104,3,2,0,26,1.5151515151515151,78.78787878787878,4943,8868
4944,Jawa Barat,2020/07/19 00:00:00+00,5548,87,2272,98,190,0,3086,3.4246575342465753,40.951694304253785,4944,8869
4945,Jawa Tengah,2020/07/19 00:00:00+00,7286,654,3490,720,359,59,3437,4.927257754597859,47.900082349711774,4945,8870
4946,Jawa Timur,2020/07/19 00:00:00+00,18545,512,9717,849,1433,84,7395,7.727150175249394,52.39687247236452,4946,8871
4947,Kalimantan Barat,2020/07/19 00:00:00+00,359,0,351,4,4,0,4,1.1142061281337048,97.7715877437326,4947,8872
4948,Kalimantan Timur,2020/07/19 00:00:00+00,893,45,586,21,19,2,288,2.127659574468085,65.62150055991042,4948,8873
4949,Kalimantan Tengah,2020/07/19 00:00:00+00,1399,75,758,74,79,9,562,5.646890636168692,54.181558255897066,4949,8874
4950,Kalimantan Selatan,2020/07/19 00:00:00+00,4990,161,1830,129,251,8,2909,5.03006012024048,36.67334669338677,4950,8875
4951,Kalimantan Utara,2020/07/19 00:00:00+00,217,1,209,17,2,0,6,0.9216589861751152,96.31336405529954,4951,8876
4952,Kepulauan Riau,2020/07/19 00:00:00+00,345,1,301,0,16,0,28,4.63768115942029,87.2463768115942,4952,8877
